imdb_title_id,ordering,imdb_name_id,category,job,characters
tt0016104,5,nm0002233,director,,
tt0016104,6,nm0322227,writer,screen adaptation and scenario,
tt0016104,7,nm0529618,writer,adapted from the musical comedy by,
tt0016104,8,nm0825551,writer,adapted from the musical comedy by,
tt0016104,9,nm0014703,writer,titles,
tt0016104,10,nm0005784,cinematographer,,
tt0016123,1,nm0151606,actor,,"[""Dr. Ziska""]"
tt0016123,2,nm0647481,actress,,"[""Betty Watson""]"
tt0016123,3,nm0177599,actor,,"[""Watson's Head Clerk""]"
tt0016123,4,nm0037783,actor,,"[""The Under Clerk""]"
tt0016123,5,nm0922327,director,,
tt0016123,6,nm0928108,writer,stage play,
tt0016123,7,nm0533102,writer,scenario,
tt0016123,8,nm0448978,writer,scenario,
tt0016123,9,nm0837989,writer,titles by,
tt0016123,10,nm0005803,cinematographer,,
tt0016142,1,nm0697800,actress,,"[""Zara""]"
tt0016142,2,nm0853604,actor,,"[""Michael Nash""]"
tt0016142,3,nm0507568,actor,,"[""Zazarack""]"
tt0016142,4,nm0643212,actor,,"[""Anton""]"
tt0016142,5,nm0115218,director,,
tt0016142,6,nm0950150,writer,adaptation,
tt0016142,7,nm0005806,cinematographer,,
tt0016142,8,nm0373008,actor,,"[""Carlo""]"
tt0016142,9,nm0868456,actor,,"[""James Bradshaw""]"
tt0016142,10,nm0401368,actress,,"[""Doris Merrick""]"
tt0016185,1,nm0051765,actor,,"[""Heisaburo Kuritomi""]"
tt0016185,2,nm0782837,actor,,"[""Hyozan Matsusumi""]"
tt0016185,3,nm0848426,actress,,"[""Namie, Hyôzan's daughter""]"
tt0016185,4,nm1662057,actor,,"[""Shin'nojo Esaki, her husband""]"
tt0016185,5,nm0299398,director,,
tt0016185,6,nm0839978,writer,,
tt0016185,7,nm1761751,cinematographer,,
tt0016185,8,nm2362683,actor,,"[""Shinpachiro Namioka""]"
tt0016185,9,nm5181684,actor,,"[""Kokichi""]"
tt0016185,10,nm2368350,actor,,"[""Nekohachi""]"
tt0016201,1,nm0001966,actress,,"[""Marie""]"
tt0016201,2,nm0445229,actor,,"[""Armand""]"
tt0016201,3,nm0500361,actress,,"[""Frouchard""]"
tt0016201,4,nm0330577,actor,,"[""D'Avril""]"
tt0016201,5,nm0309163,director,,
tt0016201,6,nm0186766,writer,story,
tt0016201,7,nm0404372,writer,adaptation,
tt0016201,8,nm0775976,producer,producer,
tt0016201,9,nm0005874,cinematographer,,
tt0016201,10,nm0444753,actress,,"[""Margot""]"
tt0016205,1,nm0173993,actress,,"[""Molly""]"
tt0016205,2,nm0341586,actor,,"[""The Dude from Duluth""]"
tt0016205,3,nm0764346,actor,,"[""Chief of Detectives Callahan""]"
tt0016205,4,nm0940437,actor,,"[""Bride's Father""]"
tt0016205,5,nm0046082,director,,
tt0016205,6,nm0035854,writer,"play ""The Heart of a Thief""",
tt0016205,7,nm0860374,writer,screen play by,
tt0016205,8,nm0552372,cinematographer,,
tt0016205,9,nm0447043,actor,,"[""Confederate""]"
tt0016205,10,nm0064303,actor,,
tt0016220,1,nm0151606,actor,,"[""The Phantom""]"
tt0016220,2,nm0679907,actress,,"[""Christine Daae""]"
tt0016220,3,nm0449908,actor,,"[""Vicomte Raoul de Chagny""]"
tt0016220,4,nm0136886,actor,,"[""Ledoux""]"
tt0016220,5,nm0432216,director,,
tt0016220,6,nm0480677,director,,
tt0016220,7,nm0781292,director,,
tt0016220,8,nm0503693,writer,from the 1910 celebrated novel by,
tt0016220,9,nm0031033,writer,titles,
tt0016220,10,nm0165470,writer,adaptation,
tt0016226,1,nm0445229,actor,,"[""Hugh Carver""]"
tt0016226,2,nm0017488,actress,,"[""Mrs. Carver""]"
tt0016226,3,nm0910400,actor,,"[""Henry Carver""]"
tt0016226,4,nm0738042,actor,,"[""Carl Peters""]"
tt0016226,5,nm0749484,director,,
tt0016226,6,nm0756226,writer,adaptation,
tt0016226,7,nm0548934,writer,novel,
tt0016226,8,nm0881333,writer,adaptation,
tt0016226,9,nm0775976,producer,producer,
tt0016226,10,nm0005874,cinematographer,,
tt0016230,1,nm0885128,actress,,"[""Patsy Brand""]"
tt0016230,2,nm0313867,actress,,"[""Jill Cheyne""]"
tt0016230,3,nm0541766,actor,,"[""Levet""]"
tt0016230,4,nm0835738,actor,,"[""Hugh Fielding""]"
tt0016230,5,nm0000033,director,,
tt0016230,6,nm0054123,writer,novel,
tt0016230,7,nm0822627,writer,,
tt0016230,8,nm0049608,producer,producer,
tt0016230,9,nm0690143,producer,producer,
tt0016230,10,nm0260011,composer,,
tt0016232,1,nm0470307,actor,,"[""Monsieur Lepic""]"
tt0016232,2,nm0053639,actress,,"[""Madame Lepic""]"
tt0016232,3,nm3482433,actor,,"[""François Lepic dit Poil de carotte""]"
tt0016232,4,nm0372020,actor,,"[""Felix""]"
tt0016232,5,nm0245213,director,,
tt0016232,6,nm0275494,writer,adaptation,
tt0016232,7,nm0719162,writer,novel,
tt0016232,8,nm0857741,composer,,
tt0016232,9,nm0909968,cinematographer,,
tt0016232,10,nm0216519,production_designer,,
tt0016240,1,nm0222489,actress,,"[""Gopa""]"
tt0016240,2,nm0706795,actor,,"[""Gautama""]"
tt0016240,3,nm0880329,actor,,"[""King Suddhodhana""]"
tt0016240,4,nm0049302,actress,,"[""Queen Maya""]"
tt0016240,5,nm0652302,director,,
tt0016240,6,nm0036428,writer,story,
tt0016240,7,nm0657176,writer,,
tt0016240,8,nm0710151,producer,producer,
tt0016240,9,nm1773835,composer,,
tt0016240,10,nm2601807,composer,,
tt0016241,1,nm0686032,actress,,"[""Maggie Keenan""]"
tt0016241,2,nm0601962,actor,,"[""Al Cassidy""]"
tt0016241,3,nm0672154,actress,,"[""Ann Pennington""]"
tt0016241,4,nm0850896,actress,,"[""Selma Larson""]"
tt0016241,5,nm0068419,director,,
tt0016241,6,nm0820700,writer,from the story 'Hearts' by,
tt0016241,7,nm0002316,writer,scenario and adaptation,
tt0016241,8,nm0267868,writer,titles,
tt0016241,9,nm0005806,cinematographer,,
tt0016241,10,nm0709540,actor,,"[""Aaron Savage""]"
tt0016258,1,nm0001067,actor,,"[""Tim Kelly""]"
tt0016258,2,nm0864559,actress,,"[""Mrs. Malloy""]"
tt0016258,3,nm0907386,actress,,"[""Mrs. Bernard""]"
tt0016258,4,nm0249187,actor,,"[""Mr. Bernard""]"
tt0016258,5,nm0166836,director,,
tt0016258,6,nm0533102,writer,story,
tt0016258,7,nm0394267,writer,titles,
tt0016258,8,nm1259919,composer,,
tt0016258,9,nm0328684,cinematographer,,
tt0016258,10,nm0552977,cinematographer,,
tt0016276,1,nm0094924,actress,,"[""Gabrielle""]"
tt0016276,2,nm0048798,actress,,"[""Clara""]"
tt0016276,3,nm0588033,actor,,"[""Howard Blaine""]"
tt0016276,4,nm0139794,actress,,"[""The Matron""]"
tt0016276,5,nm0485943,director,,
tt0016276,6,nm0202590,director,,
tt0016276,7,nm0820700,writer,by,
tt0016276,8,nm0002188,writer,adaptation,
tt0016276,9,nm0102167,writer,titles,
tt0016276,10,nm0224637,cinematographer,,
tt0016288,1,nm0594291,actor,,"[""Jim Carson aka Jim Lassiter""]"
tt0016288,2,nm0050849,actress,,"[""Jane Withersteen""]"
tt0016288,3,nm0122488,actress,,"[""Milly Erne""]"
tt0016288,4,nm0633260,actress,,"[""Bess Erne""]"
tt0016288,5,nm0721840,director,,
tt0016288,6,nm0340719,writer,"novel ""Riders of the Purple Sage""",
tt0016288,7,nm0082931,writer,scenario,
tt0016288,8,nm0163820,cinematographer,,
tt0016288,9,nm0645941,actor,,"[""Lew Walters aka Judge Dyer""]"
tt0016288,10,nm0329467,actor,,"[""Bern Venters""]"
tt0016294,1,nm0771584,actor,,"[""Kenneth Paulton""]"
tt0016294,2,nm0332135,actress,,"[""Malena Paulton""]"
tt0016294,3,nm0101955,actor,,"[""Jack Moreland""]"
tt0016294,4,nm0721989,actress,,"[""Beth Tyrell""]"
tt0016294,5,nm0001124,director,,
tt0016294,6,nm0228693,writer,story,
tt0016294,7,nm0001328,writer,titles,
tt0016294,8,nm0534221,writer,adaptation,
tt0016294,9,nm0840091,writer,play,
tt0016294,10,nm0075646,composer,,
tt0016308,1,nm0218781,actress,,"[""Sally""]"
tt0016308,2,nm0001211,actor,,"[""Professor Eustance McGargle""]"
tt0016308,3,nm0526795,actor,,"[""Peyton Lennox""]"
tt0016308,4,nm0017578,actor,,"[""Judge Henry L. Foster""]"
tt0016308,5,nm0000428,director,,
tt0016308,6,nm0232704,writer,"play ""Poppy""",
tt0016308,7,nm0357028,writer,,
tt0016308,8,nm0799007,composer,,
tt0016308,9,nm0278792,cinematographer,,
tt0016308,10,nm0802539,cinematographer,,
tt0016309,1,nm0000909,actress,,"[""Sally""]"
tt0016309,2,nm0001076,actress,,"[""Irene""]"
tt0016309,3,nm0642063,actress,,"[""Mary""]"
tt0016309,4,nm0354313,actor,,"[""Jimmy Dugan""]"
tt0016309,5,nm0332539,director,,
tt0016309,6,nm0235836,writer,play,
tt0016309,7,nm0939628,writer,play,
tt0016309,8,nm0036507,cinematographer,,
tt0016309,9,nm0424284,editor,,
tt0016309,10,nm0949597,editor,,
tt0016310,1,nm0037761,actor,,"[""The Boy""]"
tt0016310,2,nm0354913,actress,,"[""The Girl""]"
tt0016310,3,nm0345925,actor,,"[""The Child""]"
tt0016310,4,nm0559059,actor,,"[""The Man""]"
tt0016310,5,nm0903049,director,,
tt0016310,6,nm0315599,cinematographer,,
tt0016310,7,nm0048798,actress,,"[""The Woman""]"
tt0016310,8,nm0405340,actor,,"[""The Brute""]"
tt0016310,9,nm0392059,actor,,"[""The Gentleman""]"
tt0016332,1,nm0000036,actor,,"[""James Shannon""]"
tt0016332,2,nm0245536,actress,,"[""Mary Jones - James' Girl""]"
tt0016332,3,nm0055797,actor,,"[""Billy Meekin - James' Partner""]"
tt0016332,4,nm0250366,actor,,"[""James' Lawyer""]"
tt0016332,5,nm0576362,writer,adapted from David Belasco's famous comedy by,
tt0016332,6,nm0115669,writer,,
tt0016332,7,nm0369841,writer,,
tt0016332,8,nm0593477,writer,,
tt0016332,9,nm0396327,cinematographer,,
tt0016332,10,nm0504380,cinematographer,,
tt0016338,1,nm0090029,actress,,"[""Ayesha""]"
tt0016338,2,nm0085877,actor,,"[""Leo Vincy"",""Kallikrates""]"
tt0016338,3,nm0644054,actress,,"[""Ustane""]"
tt0016338,4,nm0721978,actor,,"[""Job""]"
tt0016338,5,nm0208113,director,,
tt0016338,6,nm0760547,director,,
tt0016338,7,nm0353584,writer,novel,
tt0016338,8,nm0838820,writer,,
tt0016338,9,nm0090058,cinematographer,,
tt0016377,1,nm0001932,actor,,"[""Eric Fane""]"
tt0016377,2,nm0522281,actress,,"[""Teita""]"
tt0016377,3,nm0024736,actor,,"[""1st Critic""]"
tt0016377,4,nm0260529,actor,,"[""2nd Critic""]"
tt0016377,5,nm0731910,director,,
tt0016377,6,nm0114212,writer,"play ""Great Music""",
tt0016377,7,nm0522674,writer,,
tt0016377,8,nm0807212,writer,titles,
tt0016377,9,nm0005818,cinematographer,,
tt0016377,10,nm0358213,editor,,
tt0016392,1,nm0626879,actor,,"[""Bundeskanzler""]"
tt0016392,2,nm0002379,actor,,"[""Rat Bernart""]"
tt0016392,3,nm0587309,actress,,"[""Lotte""]"
tt0016392,4,nm0726256,actor,,"[""Leo Strakosch""]"
tt0016392,5,nm0107713,director,,
tt0016392,6,nm0079278,writer,novel,
tt0016392,7,nm0420683,writer,written by,
tt0016392,8,nm2335479,composer,,
tt0016392,9,nm3751561,composer,,
tt0016392,10,nm0264292,cinematographer,,
tt0016394,1,nm0841797,actress,,"[""Jenny Hagen""]"
tt0016394,2,nm0336770,actor,,"[""Orme Wilson""]"
tt0016394,3,nm0040090,actress,,"[""Lillian Lyons""]"
tt0016394,4,nm0054123,actress,,"[""Hilda Wagner""]"
tt0016394,5,nm0245385,director,,
tt0016394,6,nm0010973,writer,story,
tt0016394,7,nm0357028,writer,screenplay,
tt0016394,8,nm0491789,writer,adaptation,
tt0016394,9,nm0916379,cinematographer,,
tt0016395,1,nm0172903,actor,,"[""Stephen Dallas""]"
tt0016395,2,nm0071602,actress,,"[""Stella Dallas""]"
tt0016395,3,nm0431484,actress,,"[""Helen Morrison""]"
tt0016395,4,nm0380965,actor,,"[""Ed Munn""]"
tt0016395,5,nm0454771,director,,
tt0016395,6,nm0547966,writer,adaptation,
tt0016395,7,nm0698989,writer,"novel 'Stella Dallas', 1923",
tt0016395,8,nm0326418,producer,producer,
tt0016395,9,nm0741971,composer,,
tt0016395,10,nm0249186,cinematographer,,
tt0016461,1,nm0366586,actor,,"[""Don Carver""]"
tt0016461,2,nm0066024,actress,,"[""Molly Lassiter""]"
tt0016461,3,nm0514707,actor,,"[""Kentucky Rose""]"
tt0016461,4,nm0330577,actor,,"[""Noll Lassiter""]"
tt0016461,5,nm0007215,director,,
tt0016461,6,nm0263346,writer,story,
tt0016461,7,nm0837989,writer,adaptation,
tt0016461,8,nm0103036,composer,,
tt0016461,9,nm0675356,composer,,
tt0016461,10,nm0005641,cinematographer,,
tt0016473,1,nm0151606,actor,,"[""Echo - The Ventriloquist""]"
tt0016473,2,nm0123994,actress,,"[""Rosie O'Grady""]"
tt0016473,3,nm0601596,actor,,"[""Hector McDonald""]"
tt0016473,4,nm0572142,actor,,"[""Hercules""]"
tt0016473,5,nm0115218,director,,
tt0016473,6,nm0730317,writer,story,
tt0016473,7,nm0950150,writer,scenario,
tt0016473,8,nm0450405,cinematographer,,
tt0016473,9,nm0336546,editor,,
tt0016480,1,nm0228715,actor,,"[""Nophaie""]"
tt0016480,2,nm0933773,actress,,"[""Marion Warner""]"
tt0016480,3,nm0001935,actor,,"[""Booker""]"
tt0016480,4,nm0570006,actor,,"[""Earl Ramsdale""]"
tt0016480,5,nm0782707,director,,
tt0016480,6,nm0230568,writer,,
tt0016480,7,nm0340719,writer,novel,
tt0016480,8,nm0399203,writer,adaptation,
tt0016480,9,nm0675091,cinematographer,,
tt0016480,10,nm0005864,cinematographer,,
tt0016481,1,nm0417837,actor,,"[""Boss Huller""]"
tt0016481,2,nm0217848,actress,,"[""Frau Huller""]"
tt0016481,3,nm0211048,actress,,"[""Bertha-Marie""]"
tt0016481,4,nm0911914,actor,,"[""Artinelli""]"
tt0016481,5,nm0243295,director,,
tt0016481,6,nm0390586,writer,"novel ""Der Eid des Stephan Huller""",
tt0016481,7,nm0690143,producer,producer,
tt0016481,8,nm4738941,composer,,
tt0016481,9,nm0006248,composer,,
tt0016481,10,nm0005713,cinematographer,,
tt0016491,1,nm0286120,actor,,"[""Jean Amsler, der Sohn""]"
tt0016491,2,nm0898489,actor,,"[""Pierre Amsler, der Vater""]"
tt0016491,3,nm0396957,actress,,"[""Pierrette Amsler, die Tochter""]"
tt0016491,4,nm0547329,actress,,"[""La domestique""]"
tt0016491,5,nm0275494,director,,
tt0016491,6,nm0212511,writer,,
tt0016491,7,nm0741147,writer,,
tt0016491,8,nm7405038,producer,producer,
tt0016491,9,nm0691692,producer,producer,
tt0016491,10,nm2940699,composer,,
tt0016493,1,nm0204483,actress,,"[""Lucie - une dactylo""]"
tt0016493,2,nm0127120,actor,,"[""Jean""]"
tt0016493,3,nm0699522,actor,,"[""Albert""]"
tt0016493,4,nm0313899,actor,,"[""Auguste""]"
tt0016493,5,nm0163229,director,,
tt0016493,6,nm0555886,producer,producer,
tt0016493,7,nm0075560,cinematographer,,
tt0016493,8,nm0606322,cinematographer,,
tt0016493,9,nm0350525,production_designer,,
tt0016544,1,nm0245386,actress,,"[""Dorothy"",""Princess Dorothea""]"
tt0016544,2,nm0614879,actor,,"[""Wizard of Oz""]"
tt0016544,3,nm0001316,actor,,"[""Woodsman"",""Knight of the Garter"",""Farmhand""]"
tt0016544,4,nm0139794,actress,,"[""Aunt Em""]"
tt0016544,5,nm0783865,director,,
tt0016544,6,nm0000875,writer,adapted from his story,
tt0016544,7,nm0062091,writer,adapted by,
tt0016544,8,nm0497736,writer,adapted by,
tt0016544,9,nm0322096,composer,,
tt0016544,10,nm0004592,composer,,
tt0016545,1,nm0156173,actor,,"[""Dick Bannister""]"
tt0016545,2,nm0914867,actor,,"[""Jules Deveroux""]"
tt0016545,3,nm0603096,actor,,"[""Jacques Lebeq""]"
tt0016545,4,nm0163933,actor,,"[""Pop Hadley""]"
tt0016545,5,nm0593180,director,,
tt0016545,6,nm0169243,writer,adapted by,
tt0016545,7,nm0384147,writer,story,
tt0016545,8,nm0782947,cinematographer,,
tt0016545,9,nm0165744,actress,,"[""Edith Ford""]"
tt0016545,10,nm0359823,actor,,"[""Dr. Eugene Horton""]"
tt0016548,1,nm0624470,actress,,"[""Countess Elnora Natatorini""]"
tt0016548,2,nm0532956,actor,,"[""Gareth Johns""]"
tt0016548,3,nm0378555,actor,,"[""Richard Granger""]"
tt0016548,4,nm0576373,actress,,"[""Lennie Porter""]"
tt0016548,5,nm0820461,director,,
tt0016548,6,nm0172074,writer,,
tt0016548,7,nm0888159,writer,"novel ""The Tattooed Countess""",
tt0016548,8,nm0322688,cinematographer,,
tt0016548,9,nm0174682,actor,,"[""Sam Poore""]"
tt0016548,10,nm0911699,actress,,"[""Lou Poore""]"
tt0016559,1,nm0407970,actor,,"[""Petya Petelkin - Tailor""]"
tt0016559,2,nm0955718,actress,,"[""Young Lady""]"
tt0016559,3,nm0473308,actor,,"[""Anatoli - Young Lady's Fiancee""]"
tt0016559,4,nm0546531,actress,,"[""Katya""]"
tt0016559,5,nm0698839,director,,
tt0016559,6,nm0877201,writer,,
tt0016559,7,nm0947643,cinematographer,,
tt0016559,8,nm0215068,actress,,"[""Widow Melania Ivanovna Shirinkina""]"
tt0016559,9,nm0865893,actor,,"[""V. I. Semizhilov""]"
tt0016559,10,nm0083643,actress,,"[""Neighbor""]"
tt0016560,1,nm0203836,actress,,"[""Mamie Smith""]"
tt0016560,2,nm0088476,actor,,"[""Juan Fernández""]"
tt0016560,3,nm0001230,actor,,"[""Dan Murchinson""]"
tt0016560,4,nm0914647,actor,,"[""Good News""]"
tt0016560,5,nm0384276,director,,
tt0016560,6,nm0547966,writer,editorial director,
tt0016560,7,nm0276040,writer,,
tt0016560,8,nm0371771,writer,adaptation,
tt0016560,9,nm0055604,cinematographer,,
tt0016560,10,nm0921098,cinematographer,,
tt0016563,1,nm0470382,actor,,"[""Der alte Grieshuus - Burgherr""]"
tt0016563,2,nm0367111,actor,,"[""Junker Hinrich""]"
tt0016563,3,nm0286993,actor,,"[""Junker Detlef""]"
tt0016563,4,nm0919684,actress,,"[""Gesine (Gräfinwitwe)""]"
tt0016563,5,nm0902304,director,,
tt0016563,6,nm0832627,writer,novella,
tt0016563,7,nm0902376,writer,,
tt0016563,8,nm0690143,producer,producer,
tt0016563,9,nm0403288,composer,,
tt0016563,10,nm0002591,cinematographer,,
tt0016627,1,nm0318105,actor,,"[""Marquis Christian de Bardelys""]"
tt0016627,2,nm0090187,actress,,"[""Roxalanne de Lavedan""]"
tt0016627,3,nm0195460,actor,,"[""Comte de Chatellerault""]"
tt0016627,4,nm0069373,actor,,"[""Vicomte de Lavedan""]"
tt0016627,5,nm0896542,director,,
tt0016627,6,nm0754581,writer,"novel ""Bardelys the Magnificent""",
tt0016627,7,nm0267913,writer,adaptation and scenario,
tt0016627,8,nm0014703,writer,titles,
tt0016627,9,nm0200125,cinematographer,,
tt0016627,10,nm0280605,actress,,"[""Vicomtesse de Lavedan""]"
tt0016629,1,nm0073239,actor,,"[""Gideon Bell""]"
tt0016629,2,nm0381285,actor,,"[""Man in Black Mask""]"
tt0016629,3,nm0280605,actress,,"[""Miss Cornelia Van Gorder""]"
tt0016629,4,nm0269771,actress,,"[""Lizzie Allen""]"
tt0016629,5,nm0922327,director,,
tt0016629,6,nm0394479,writer,"play ""The Bat""",
tt0016629,7,nm0430756,writer,,
tt0016629,8,nm0547938,writer,titles,
tt0016629,9,nm0727497,writer,"play ""The Bat""",
tt0016629,10,nm0249186,cinematographer,,
tt0016630,1,nm0000036,actor,,"[""Alfred Butler -posing as Battling Butler""]"
tt0016630,2,nm0250366,actor,,"[""Alfred's Valet""]"
tt0016630,3,nm0642063,actress,,"[""The Mountain Girl""]"
tt0016630,4,nm0417012,actor,,"[""The Moutain Girl's Father""]"
tt0016630,5,nm0809548,writer,adapted by: from the 1923 stage success of the same name,
tt0016630,6,nm0090213,writer,adapted by: from the 1923 stage success of the same name,
tt0016630,7,nm0807667,writer,adapted by: from the 1923 stage success of the same name,
tt0016630,8,nm0623640,writer,adapted by: from the 1923 stage success of the same name,
tt0016630,9,nm0109209,writer,book of musical play,
tt0016630,10,nm0577650,writer,book of musical play,
tt0016634,1,nm0172903,actor,,"[""Michael 'Beau' Geste""]"
tt0016634,2,nm0358076,actor,,"[""Digby Geste""]"
tt0016634,3,nm0285391,actor,,"[""John Geste""]"
tt0016634,4,nm0431484,actress,,"[""Lady Patricia Brandon""]"
tt0016634,5,nm0107543,director,,
tt0016634,6,nm0751246,writer,adaptation,
tt0016634,7,nm0774539,writer,,
tt0016634,8,nm0942118,writer,"novel 'Beau Geste, 1924'",
tt0016634,9,nm0489690,producer,producer,
tt0016634,10,nm0958532,producer,producer,
tt0016640,1,nm0000859,actor,,"[""Mathias""]"
tt0016640,2,nm0177386,actress,,"[""Catharine""]"
tt0016640,3,nm0167032,actor,,"[""Jerome Frantz""]"
tt0016640,4,nm0426754,actor,,"[""Hans""]"
tt0016640,5,nm0949648,director,,
tt0016640,6,nm0154087,writer,"play ""Le Juif Polonais""",
tt0016640,7,nm0258697,writer,"play ""Le Juif Polonais""",
tt0016640,8,nm0507462,writer,stage adaptation,
tt0016640,9,nm0149485,producer,producer,
tt0016640,10,nm0640116,cinematographer,,
tt0016643,1,nm0152260,actor,,"[""Pvt. William 'Old Bill' Busby""]"
tt0016643,2,nm0329467,actor,,"[""Bert Chester - British Secret Service""]"
tt0016643,3,nm0010100,actor,,"[""Alfie - 'Little Alf'""]"
tt0016643,4,nm0448012,actor,,"[""Cpl. Austin""]"
tt0016643,5,nm0718469,director,,
tt0016643,6,nm0047939,writer,by,
tt0016643,7,nm0253646,writer,by,
tt0016643,8,nm0953123,writer,screen play,
tt0016643,9,nm0394267,writer,titles,
tt0016643,10,nm0005692,cinematographer,,
tt0016646,1,nm0203836,actress,,"[""Beverly Calhoun""]"
tt0016646,2,nm0603875,actor,,"[""Dantan prince of Dawsberg""]"
tt0016646,3,nm0354878,actor,,"[""Prince Oscar""]"
tt0016646,4,nm0195460,actor,,"[""General Marlanax""]"
tt0016646,5,nm0291548,director,,
tt0016646,6,nm0267868,writer,titles,
tt0016646,7,nm0426515,writer,,
tt0016646,8,nm0567346,writer,novel,
tt0016646,9,nm0383815,cinematographer,,
tt0016646,10,nm0401428,editor,,
tt0016654,1,nm0001196,actor,,"[""The Duke of Arnoldo"",""The Black Pirate""]"
tt0016654,2,nm0235521,actress,,"[""Princess Isobel""]"
tt0016654,3,nm0683114,actress,,"[""Duenna""]"
tt0016654,4,nm0187981,actor,,"[""MacTavish""]"
tt0016654,5,nm0662032,director,,
tt0016654,6,nm0192325,writer,adapted by,
tt0016654,7,nm0933888,composer,,
tt0016654,8,nm0789049,cinematographer,,
tt0016654,9,nm1071930,editor,video editor,
tt0016654,10,nm0634366,editor,,
tt0016655,1,nm0151606,actor,,"[""Dan - The Blackbird"",""The Bishop""]"
tt0016655,2,nm0601698,actor,,"[""Bertram P. Glayde aka West End Bertie""]"
tt0016655,3,nm0012395,actress,,"[""Fifi Lorraine""]"
tt0016655,4,nm0515967,actress,,"[""Limehouse Polly""]"
tt0016655,5,nm0115218,director,,
tt0016655,6,nm0267868,writer,titles,
tt0016655,7,nm0950150,writer,,
tt0016655,8,nm0004592,composer,,
tt0016655,9,nm0383815,cinematographer,,
tt0016655,10,nm0846505,editor,,
tt0016664,1,nm0639563,actor,,"[""George Darcy""]"
tt0016664,2,nm0310980,actress,,"[""Rose Kelly""]"
tt0016664,3,nm0751510,actor,,"[""Big Tim Ryan""]"
tt0016664,4,nm0515272,actress,,"[""Mrs. Mary Rohan""]"
tt0016664,5,nm0000406,director,,
tt0016664,6,nm0064595,writer,"story ""The Lord's Referee""",
tt0016664,7,nm0726588,writer,scenario,
tt0016664,8,nm0102167,writer,titles,
tt0016664,9,nm0774087,cinematographer,,
tt0016669,1,nm0001273,actress,,"[""Mimi""]"
tt0016669,2,nm0318105,actor,,"[""Rodolphe""]"
tt0016669,3,nm0012395,actress,,"[""Musette""]"
tt0016669,4,nm0368421,actor,,"[""Schaunard""]"
tt0016669,5,nm0896542,director,,
tt0016669,6,nm0208691,writer,screen play,
tt0016669,7,nm0613860,writer,"suggested by ""Life in the Latin Quarter"" by",
tt0016669,8,nm0175902,writer,titles,
tt0016669,9,nm0191956,writer,titles,
tt0016669,10,nm0765682,cinematographer,,
tt0016672,1,nm0647481,actress,,"[""Amy""]"
tt0016672,2,nm0037761,actor,,"[""Peter Good""]"
tt0016672,3,nm0001076,actress,,"[""Jane - A Revenue Agent""]"
tt0016672,4,nm0614879,actor,,"[""Cactus Jim""]"
tt0016672,5,nm0920074,director,,
tt0016672,6,nm0769091,writer,from the story by,
tt0016672,7,nm0922421,writer,from the story by,
tt0016672,8,nm0164856,writer,scenario,
tt0016672,9,nm0385012,writer,titles,
tt0016672,10,nm0129721,writer,titles,
tt0016690,1,nm0354313,actor,,"[""Tom Brown""]"
tt0016690,2,nm0681927,actor,,"[""Jim Doolittle""]"
tt0016690,3,nm0047720,actress,,"[""Mary Abbott""]"
tt0016690,4,nm0124287,actor,,"[""Bob McAndrew""]"
tt0016690,5,nm0176699,director,,
tt0016690,6,nm0949995,writer,"play ""Brown of Harvard""",
tt0016690,7,nm0829330,writer,adaptation,
tt0016690,8,nm0950224,writer,scenario,
tt0016690,9,nm0267868,writer,titles,
tt0016690,10,nm0710680,producer,producer,
tt0016691,1,nm0125749,actress,,"[""Marit Skjølte - young""]"
tt0016691,2,nm0778024,actress,,"[""Marit Skjølte som gammel""]"
tt0016691,3,nm0322398,actor,,"[""Anders Bjåland som ung""]"
tt0016691,4,nm0561271,actor,,"[""Vigleik - Marits sønn""]"
tt0016691,5,nm0106950,director,,
tt0016691,6,nm0418114,writer,novel,
tt0016691,7,nm0632122,cinematographer,,
tt0016691,8,nm0768285,actress,,"[""Eli - Marits datter""]"
tt0016691,9,nm0488874,actor,,"[""Anders Bjåland som gammel""]"
tt0016691,10,nm0276799,actor,,"[""Bård - Anders Bjålands sønn""]"
tt0016762,1,nm0853604,actor,,"[""Jerry Naughton""]"
tt0016762,2,nm0431484,actress,,"[""Ethel Westcourt""]"
tt0016762,3,nm0001966,actress,,"[""Kittens Westcourt""]"
tt0016762,4,nm0872476,actor,,"[""Hugh Westcourt""]"
tt0016762,5,nm0107543,director,,
tt0016762,6,nm0332539,writer,play,
tt0016762,7,nm0357028,writer,,
tt0016762,8,nm0783629,writer,play,
tt0016762,9,nm0107542,producer,producer,
tt0016762,10,nm0402478,cinematographer,,
tt0016804,1,nm0936079,actress,,"[""Donna Isobel""]"
tt0016804,2,nm0733943,actor,,"[""Leandro""]"
tt0016804,3,nm0645941,actor,,"[""Cesare Borgia""]"
tt0016804,4,nm0852347,actress,,"[""Lucrezia Borgia""]"
tt0016804,5,nm0189076,director,,
tt0016804,6,nm0580648,writer,screen play,
tt0016804,7,nm0031033,writer,titles,
tt0016804,8,nm0126406,writer,"poem, 1821",
tt0016804,9,nm0298494,writer,titles,
tt0016804,10,nm0002311,actor,,"[""Count Giano Donati""]"
tt0016822,1,nm0601067,actress,,"[""Ella Cinders""]"
tt0016822,2,nm0400763,actor,,"[""Waite Lifter""]"
